case_id,generation_rank,candidate_id,candidate_source,source_alloy_id,source_alloy_name,material_family,scope_family,composition_concept,chemsys,retrieval_mode,n_elements,alloy_likeness_score,generated_note
lightweight_strength_to_weight,18,mp-1217032,materials_project,,,Ti-alloy-like candidate,Ti alloy,TiAlV2,Al-Ti-V,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
lightweight_strength_to_weight,19,mp-999068,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti2AlV,Al-Ti-V,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
lightweight_strength_to_weight,20,mp-1228985,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi,Al-Cr-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
lightweight_strength_to_weight,21,mp-1097622,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti2NbAl,Al-Nb-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,1,kb_co_h188,engineering_analogue,co_h188,HAYNES 188 alloy,Co-based high-temperature candidate,Co-based alloy,Engineering analogue: HAYNES 188 alloy,Co-Ni-Cr-W-Fe-La,knowledge_table_seed,6,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches hot corrosion intent; matches wear intent; matches route suitability intent; matches manufacturability intent; matches sustainability intent; matches oxidation intent. AM support in seed table: no. Haynes brochure
wear_hot_corrosion,2,kb_co_h25,engineering_analogue,co_h25,HAYNES 25 alloy,Co-based high-temperature candidate,Co-based alloy,Engineering analogue: HAYNES 25 alloy,Co-Ni-Cr-W,knowledge_table_seed,4,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches hot corrosion intent; matches wear intent; matches route suitability intent; matches manufacturability intent; matches sustainability intent; matches supply risk intent; matches oxidation intent. AM support in seed table: no. Haynes brochure
wear_hot_corrosion,3,mp-1228914,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al4CrNi15,Al-Cr-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,4,mp-1229050,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al18Co5Ni3,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,5,mp-1228972,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCoNi6,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,6,mp-1228742,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al9Co2Ni,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,7,mp-10885,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi2,Al-Cr-Ni,exact,3,25,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,8,mp-1228913,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al2CoNi,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,9,mp-1214822,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,10,mp-1214804,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
wear_hot_corrosion,11,mp-1228985,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi,Al-Cr-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,1,kb_ni_h282,engineering_analogue,ni_h282,HAYNES 282 alloy,Ni-based superalloy-like candidate,Ni-based superalloy,Engineering analogue: HAYNES 282 alloy,Ni-Cr-Co-Mo-Ti-Al-Fe,knowledge_table_seed,7,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: AM-supported seed; matches creep intent; matches temperature intent; matches route suitability intent; matches manufacturability intent; matches oxidation intent. AM support in seed table: yes. Haynes brochure + EOS AM data sheet
am_complex_geometry_creep,2,kb_ni_in718,engineering_analogue,ni_in718,INCONEL alloy 718,Ni-based superalloy-like candidate,Ni-based superalloy,Engineering analogue: INCONEL alloy 718,Ni-Cr-Nb-Mo-Ti-Al-Fe,knowledge_table_seed,7,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: AM-supported seed; matches creep intent; matches route suitability intent; matches manufacturability intent; matches oxidation intent. AM support in seed table: yes. Special Metals bulletin + EOS AM data sheet
am_complex_geometry_creep,3,kb_ni_in706,engineering_analogue,ni_in706,INCONEL alloy 706,Ni-based superalloy-like candidate,Ni-based superalloy,Engineering analogue: INCONEL alloy 706,Ni-Cr-Nb-Ti-Al-Fe,knowledge_table_seed,6,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: limited AM evidence; matches creep intent; matches temperature intent; matches route suitability intent; matches manufacturability intent; matches oxidation intent. AM support in seed table: limited. Special Metals nickel alloy handbook
am_complex_geometry_creep,4,mp-1228914,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al4CrNi15,Al-Cr-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,5,mp-1229050,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al18Co5Ni3,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,6,mp-1228972,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCoNi6,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,7,mp-1228742,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al9Co2Ni,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,8,mp-10885,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi2,Al-Cr-Ni,exact,3,25,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,9,mp-1228913,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al2CoNi,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,10,mp-1214822,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,11,mp-1214804,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
am_complex_geometry_creep,12,mp-1228985,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi,Al-Cr-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,1,kb_ti_6242,engineering_analogue,ti_6242,ATI 6-2-4-2 titanium alloy,Ti-alloy-like candidate,Ti alloy,Engineering analogue: ATI 6-2-4-2 titanium alloy,Ti-Al-Sn-Zr-Mo-Si,knowledge_table_seed,6,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches certification maturity intent; matches manufacturability intent; matches temperature intent; matches creep intent; matches route suitability intent. AM support in seed table: limited. ATI datasheet
certification_mature_conventional,2,kb_ti_6246,engineering_analogue,ti_6246,Ti-6-2-4-6 titanium alloy,Ti-alloy-like candidate,Ti alloy,Engineering analogue: Ti-6-2-4-6 titanium alloy,Ti-Al-Sn-Zr-Mo,knowledge_table_seed,5,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches certification maturity intent; matches manufacturability intent; matches temperature intent; matches creep intent; matches route suitability intent. AM support in seed table: limited. ATI product page + Aubert & Duval datasheet
certification_mature_conventional,3,kb_ti_15mo,engineering_analogue,ti_15mo,ATI 15Mo titanium alloy,Ti-alloy-like candidate,Ti alloy,Engineering analogue: ATI 15Mo titanium alloy,Ti-Mo-Fe-O,knowledge_table_seed,4,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches certification maturity intent; matches manufacturability intent; matches temperature intent; matches creep intent; matches route suitability intent. AM support in seed table: limited. ATI product page + ATI datasheet
certification_mature_conventional,4,mp-1217017,materials_project,,,Ti-alloy-like candidate,Ti alloy,TiAl6Mo,Al-Mo-Ti,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,5,mp-1228914,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al4CrNi15,Al-Cr-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,6,mp-1229050,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al18Co5Ni3,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,7,mp-1228972,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCoNi6,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,8,mp-1228742,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al9Co2Ni,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,9,mp-1208235,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti4(NbAl3)3,Al-Nb-Ti,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,10,mp-10885,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi2,Al-Cr-Ni,exact,3,25,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,11,mp-861627,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti2AlMo,Al-Mo-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,12,mp-1217093,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti2NbAl,Al-Nb-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,13,mp-1208228,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti3NbAl2,Al-Nb-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,14,mp-1228913,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al2CoNi,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,15,mp-1217015,materials_project,,,Ti-alloy-like candidate,Ti alloy,TiAl2V,Al-Ti-V,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,16,mp-1214822,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,17,mp-1214804,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,18,mp-1217032,materials_project,,,Ti-alloy-like candidate,Ti alloy,TiAlV2,Al-Ti-V,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,19,mp-999068,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti2AlV,Al-Ti-V,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,20,mp-1228985,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi,Al-Cr-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
certification_mature_conventional,21,mp-1097622,materials_project,,,Ti-alloy-like candidate,Ti alloy,Ti2NbAl,Al-Nb-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,1,kb_ni_h282,engineering_analogue,ni_h282,HAYNES 282 alloy,Ni-based superalloy-like candidate,Ni-based superalloy,Engineering analogue: HAYNES 282 alloy,Ni-Cr-Co-Mo-Ti-Al-Fe,knowledge_table_seed,7,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches temperature intent; matches creep intent; matches oxidation intent; matches route suitability intent; matches manufacturability intent. AM support in seed table: yes. Haynes brochure + EOS AM data sheet
extreme_temperature_refractory,2,kb_ni_in706,engineering_analogue,ni_in706,INCONEL alloy 706,Ni-based superalloy-like candidate,Ni-based superalloy,Engineering analogue: INCONEL alloy 706,Ni-Cr-Nb-Ti-Al-Fe,knowledge_table_seed,6,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches temperature intent; matches creep intent; matches oxidation intent; matches route suitability intent; matches manufacturability intent. AM support in seed table: limited. Special Metals nickel alloy handbook
extreme_temperature_refractory,3,kb_co_h188,engineering_analogue,co_h188,HAYNES 188 alloy,Co-based high-temperature candidate,Co-based alloy,Engineering analogue: HAYNES 188 alloy,Co-Ni-Cr-W-Fe-La,knowledge_table_seed,6,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches oxidation intent; matches route suitability intent; matches manufacturability intent; matches sustainability intent. AM support in seed table: no. Haynes brochure
extreme_temperature_refractory,4,kb_ni_h230,engineering_analogue,ni_h230,HAYNES 230 alloy,Ni-based superalloy-like candidate,Ni-based superalloy,Engineering analogue: HAYNES 230 alloy,Ni-Cr-W-Mo-Co,knowledge_table_seed,5,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches creep intent; matches oxidation intent; matches route suitability intent; matches manufacturability intent; matches sustainability intent. AM support in seed table: limited. Haynes brochure
extreme_temperature_refractory,5,kb_ref_fs85,engineering_analogue,ref_fs85,FS-85 niobium alloy,Refractory-alloy-like candidate,Refractory alloy concept,Engineering analogue: FS-85 niobium alloy,Nb-Ta-W-Zr,knowledge_table_seed,4,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches creep intent; matches oxidation intent; matches route suitability intent; matches manufacturability intent; matches sustainability intent. AM support in seed table: yes. Elmet additive powder page
extreme_temperature_refractory,6,kb_ref_tzm,engineering_analogue,ref_tzm,TZM alloy,Refractory-alloy-like candidate,Refractory alloy concept,Engineering analogue: TZM alloy,Mo-Ti-Zr-C,knowledge_table_seed,4,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches creep intent; matches oxidation intent; matches route suitability intent; matches manufacturability intent. AM support in seed table: limited. Plansee alloy page/search-backed specialist reference
extreme_temperature_refractory,7,kb_co_h25,engineering_analogue,co_h25,HAYNES 25 alloy,Co-based high-temperature candidate,Co-based alloy,Engineering analogue: HAYNES 25 alloy,Co-Ni-Cr-W,knowledge_table_seed,4,88,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches oxidation intent; matches route suitability intent; matches manufacturability intent; matches sustainability intent; matches supply risk intent. AM support in seed table: no. Haynes brochure
extreme_temperature_refractory,8,kb_ref_c103,engineering_analogue,ref_c103,C-103 niobium alloy,Refractory-alloy-like candidate,Refractory alloy concept,Engineering analogue: C-103 niobium alloy,Nb-Hf-Ti,knowledge_table_seed,3,78,Engineering analogue candidate generated from the curated alloy knowledge table. Selection reason: matches temperature intent; matches creep intent; matches route suitability intent; matches manufacturability intent. AM support in seed table: yes. Materion product page + Elmet AM paper
extreme_temperature_refractory,9,mp-1228914,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al4CrNi15,Al-Cr-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,10,mp-1229050,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al18Co5Ni3,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,11,mp-1228972,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCoNi6,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,12,mp-1228742,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al9Co2Ni,Al-Co-Ni,exact,3,35,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,13,mp-10885,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi2,Al-Cr-Ni,exact,3,25,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,14,mp-1228913,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,Al2CoNi,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,15,mp-1217902,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,TaNbMo,Mo-Nb-Ta,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,16,mp-1215185,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,ZrTiNb,Nb-Ti-Zr,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,17,mp-1214822,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,18,mp-1214804,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCo2Ni,Al-Co-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,19,mp-1228985,materials_project,,,Ni-based superalloy-like candidate,Ni-based superalloy,AlCrNi,Al-Cr-Ni,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,20,mp-1096197,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,Ti2NbMo,Mo-Nb-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,21,mp-1097379,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,TiNb2Mo,Mo-Nb-Ti,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,22,mp-1096306,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,TaNbMo2,Mo-Nb-Ta,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,23,mp-1095950,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,TaNb2Mo,Mo-Nb-Ta,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
extreme_temperature_refractory,24,mp-1096718,materials_project,,,Refractory-alloy-like candidate,Refractory alloy concept,Ta2NbMo,Mo-Nb-Ta,exact,3,5,Retrieved from Materials Project summary data and filtered through baseline alloy-family rules.
