case_id,query_order,requested_chemsys,expected_family_from_chemsys,expected_scope_family,actual_inferred_requested_family,actual_scope_family,matches_chemistry_family,top_prompt_family,family_prior,retrieval_strategy_count,retrieval_modes,strategy_payloads
wear_hot_corrosion,4,Co-Cr-Mo,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Co-based alloy,1.0,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Mo; Co-Cr-W; Co-Cr-Ni; Co-Cr-Ni-W; ['Co', 'Cr', 'Mo']; ['Co', 'Cr']; ['Co', 'Mo']"
wear_hot_corrosion,5,Co-Cr-Ni-W,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Co-based alloy,1.0,9,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Ni-W; Co-Cr-W; Co-Cr-Ni; Co-Ni-W; Co-Cr-Mo; Co-Cr-W-Ni; ['Co', 'Cr', 'Ni', 'W']; ['Co', 'Cr']; ['Co', 'Ni']"
wear_hot_corrosion,6,Co-Cr-W-Ni,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Co-based alloy,1.0,9,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-W-Ni; Co-Cr-W; Co-Cr-Ni; Co-Ni-W; Co-Cr-Mo; Co-Cr-Ni-W; ['Co', 'Cr', 'W', 'Ni']; ['Co', 'Cr']; ['Co', 'W']"
wear_hot_corrosion,7,Ni-Cr-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Co-based alloy,0.56,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
wear_hot_corrosion,8,Ni-Cr-Co,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Co-based alloy,0.56,5,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys,Ni-Cr-Co; Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W
wear_hot_corrosion,9,Ni-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Co-based alloy,0.56,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
wear_hot_corrosion,10,Ni-Cr-Ti,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Co-based alloy,0.56,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Ti; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
wear_hot_corrosion,11,Ni-Cr-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Co-based alloy,0.56,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
am_complex_geometry_creep,1,Ni-Cr-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.73,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
am_complex_geometry_creep,2,Ni-Cr-Co,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.73,5,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys,Ni-Cr-Co; Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W
am_complex_geometry_creep,3,Ni-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.73,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
am_complex_geometry_creep,4,Ni-Cr-Ti,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.73,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Ti; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
am_complex_geometry_creep,5,Ni-Cr-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.73,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
am_complex_geometry_creep,6,Ni-Cr-Co-Ti,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.73,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Co-Ti; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
am_complex_geometry_creep,7,Co-Cr-W,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.44,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W; ['Co', 'Cr', 'W']; ['Co', 'Cr']; ['Co', 'W']"
am_complex_geometry_creep,8,Co-Cr-Ni,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.44,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Ni; Co-Cr-W; Co-Cr-Mo; Co-Cr-Ni-W; ['Co', 'Cr', 'Ni']; ['Co', 'Cr']; ['Co', 'Ni']"
am_complex_geometry_creep,9,Co-Ni-W,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.44,7,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_elements_window,"Co-Ni-W; Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W; Co-Cr-W-Ni; ['Co', 'Ni', 'W']"
am_complex_geometry_creep,10,Co-Cr-Mo,Co-based high-temperature candidate,Co-based alloy,Co-based high-temperature candidate,Co-based alloy,True,Ni-based superalloy,0.44,7,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_elements_window; fallback_cobalt_pair_window; fallback_cobalt_pair_window,"Co-Cr-Mo; Co-Cr-W; Co-Cr-Ni; Co-Cr-Ni-W; ['Co', 'Cr', 'Mo']; ['Co', 'Cr']; ['Co', 'Mo']"
am_complex_geometry_creep,11,Mo-Nb-Ti,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.38,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Mo-Nb-Ti; Mo-Nb-Ta; Nb-Ti-Zr; Mo-Nb-Ti-Zr; Mo-Nb-Ta-Ti
am_complex_geometry_creep,12,Mo-Nb-Ta,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.38,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Mo-Nb-Ta; Mo-Nb-Ti; Nb-Ti-Zr; Mo-Nb-Ti-Zr; Mo-Nb-Ta-Ti
am_complex_geometry_creep,13,Nb-Ti-Zr,Refractory-alloy-like candidate,Refractory alloy concept,Refractory-alloy-like candidate,Refractory alloy concept,True,Ni-based superalloy,0.38,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Nb-Ti-Zr; Mo-Nb-Ti; Mo-Nb-Ta; Mo-Nb-Ti-Zr; Mo-Nb-Ta-Ti
certification_mature_conventional,1,Ti-Al-V,Ti-alloy-like candidate,Ti alloy,Ti-alloy-like candidate,Ti alloy,True,Ti alloy,0.54,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ti-Al-V; Ti-Al-Mo; Ti-Al-Nb; Ti-V-Nb; Ti-Al-V-Mo
certification_mature_conventional,2,Ti-Al-Mo,Ti-alloy-like candidate,Ti alloy,Ti-alloy-like candidate,Ti alloy,True,Ti alloy,0.54,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ti-Al-Mo; Ti-Al-V; Ti-Al-Nb; Ti-V-Nb; Ti-Al-V-Mo
certification_mature_conventional,3,Ti-Al-Nb,Ti-alloy-like candidate,Ti alloy,Ti-alloy-like candidate,Ti alloy,True,Ti alloy,0.54,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ti-Al-Nb; Ti-Al-V; Ti-Al-Mo; Ti-V-Nb; Ti-Al-V-Mo
certification_mature_conventional,4,Ti-V-Nb,Ti-alloy-like candidate,Ti alloy,Ti-alloy-like candidate,Ti alloy,True,Ti alloy,0.54,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ti-V-Nb; Ti-Al-V; Ti-Al-Mo; Ti-Al-Nb; Ti-Al-V-Mo
certification_mature_conventional,5,Ti-Al-V-Mo,Ti-alloy-like candidate,Ti alloy,Ti-alloy-like candidate,Ti alloy,True,Ti alloy,0.54,5,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ti-Al-V-Mo; Ti-Al-V; Ti-Al-Mo; Ti-Al-Nb; Ti-V-Nb
certification_mature_conventional,6,Ni-Cr-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ti alloy,0.46,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
certification_mature_conventional,7,Ni-Cr-Co,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ti alloy,0.46,5,exact; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys; fallback_cobalt_anchor_chemsys,Ni-Cr-Co; Co-Cr-W; Co-Cr-Ni; Co-Cr-Mo; Co-Cr-Ni-W
certification_mature_conventional,8,Ni-Co-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ti alloy,0.46,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Co-Al; Ni-Cr-Al; Ni-Cr-Co; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
certification_mature_conventional,9,Ni-Cr-Ti,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ti alloy,0.46,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Ti; Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
certification_mature_conventional,10,Fe-Ni-Cr,Fe-Ni high-temperature candidate,Fe-Ni alloy,Fe-Ni high-temperature candidate,Fe-Ni alloy,True,Ti alloy,0.37,4,exact; fallback_expanded; fallback_expanded; fallback_expanded,Fe-Ni-Cr; Fe-Ni-Cr-Al; Fe-Ni-Cr-Co; Fe-Ni-Cr-Co-Al
certification_mature_conventional,11,Fe-Ni-Cr-Al,Fe-Ni high-temperature candidate,Fe-Ni alloy,Fe-Ni high-temperature candidate,Fe-Ni alloy,True,Ti alloy,0.37,4,exact; fallback_expanded; fallback_expanded; fallback_expanded,Fe-Ni-Cr-Al; Fe-Ni-Cr; Fe-Ni-Cr-Co; Fe-Ni-Cr-Co-Al
certification_mature_conventional,12,Fe-Ni-Cr-Co,Fe-Ni high-temperature candidate,Fe-Ni alloy,Fe-Ni high-temperature candidate,Fe-Ni alloy,True,Ti alloy,0.37,4,exact; fallback_expanded; fallback_expanded; fallback_expanded,Fe-Ni-Cr-Co; Fe-Ni-Cr; Fe-Ni-Cr-Al; Fe-Ni-Cr-Co-Al
extreme_temperature_refractory,1,Ni-Cr-Al,Ni-based superalloy-like candidate,Ni-based superalloy,Ni-based superalloy-like candidate,Ni-based superalloy,True,Ni-based superalloy,0.88,8,exact; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded; fallback_expanded,Ni-Cr-Al; Ni-Cr-Co; Ni-Co-Al; Ni-Cr-Ti; Ni-Cr-Co-Al; Ni-Cr-Co-Ti; Ni-Cr-Co-Al-Ti; Ni-Cr-Co-Mo
